
252,20
253,1
254,15
255,17
256,8
257,20
258,6
259,14
260,21
261,13
262,1
263,12
264,21
265,16
266,23
267,24
268,25
269,19
270,11
271,5
272,15
273,11
274,3
275,19
276,14
277,22
278,12
279,3
280,10
281,24
282,9
283,5
284,8
285,22
286,15
287,4
288,18
289,18
290,2
291,15
292,23
293,21
294,17
295,4
296,23
297,18
298,24
299,22
300,13
301,13
302,8
303,8
304,24
305,9
306,20
307,20
308,4
309,2
310,16
311,16
312,19
313,1
314,1
315,20
316,21
317,12
318,6
319,11
320,16
321,5
322,13
323,22
324,16
325,25
326,10
327,7
328,13
329,20
330,14
331,23
332,13
333,17
334,3
335,18
336,21
337,20
338,14
339,1
340,7
341,13
342,2
343,18
344,15
345,18
346,19
347,4
348,5
349,7
350,11
351,3
352,17
353,16
354,25
355,19
356,5
357,8
358,21
359,10
360,25
361,6
362,21
363,5
364,11
365,3
366,20
367,14
368,19
369,23
370,9
371,4
372,7
373,8
374,4
375,19
376,8
377,7
378,10
379,20
380,16
381,25
382,14
383,20
384,3
385,7
386,9
387,19
388,1
389,12
390,12
391,21
392,13
393,15
394,5
395,23
396,5
397,20
398,12
399,8
400,23
401,25
402,13
403,13
404,24
405,18
406,11
407,14
408,17
409,8
410,2
411,19
412,17
413,19
414,8
415,14
416,20
417,21
418,20
419,21
420,5
421,9
422,3
423,17
424,17
425,15
426,15
427,18
428,16
429,5
430,3
431,14
432,14
433,13
434,23
435,18
436,3
437,17
438,18
439,11
440,7
441,18
442,10
443,13
444,9
445,4
446,7
447,8
448,9
449,8
450,15
451,3
452,10
453,8
454,11
455,12
456,7
457,25
458,17
459,16
460,18
461,5
462,8
463,22
464,9
465,4
466,20
467,3
468,14
469,17
470,19
471,9
472,3
473,5
474,8
475,7
476,15
477,6
478,9
479,23
480,22
481,12
482,21
483,13
484,7
485,3
486,19
487,25
488,25
489,9
490,11
491,15
492,5
493,6
494,11
495,9
496,17
497,16
498,6
499,17
500,1
501,18
502,6
503,17
504,15
505,3
506,14
507,1
508,2
509,7
510,21
511,12
512,11
513,22
514,9
515,17
516,21
517,18
518,13
519,18
520,19
521,7
522,13
523,12
524,20
525,9
526,7
527,5
528,13
529,22
530,18
531,25
532,25
533,18
534,16
535,14
536,20
537,5
538,3
539,15
540,14
541,21
542,5
543,22
544,5
545,1
546,17
547,5
548,6
549,19
550,1
551,5
552,5
553,2
554,5
555,23
556,14
557,6
558,9
559,5
560,24
561,13
562,13
563,4
564,16
565,2
566,15
567,19
568,13
569,12
570,21
571,5
572,24
573,21
574,6
575,2
576,2
577,3
578,11
579,22
580,7
581,9
582,9
583,19
584,20
585,18
586,5
587,10
588,20
589,13
590,3
591,21
592,11
593,5
594,8
595,22
596,3
597,13
598,1
599,15
600,4
601,17
602,21
603,2
604,10
605,2
606,11
607,5
608,24
609,14
610,21
611,13
612,16
613,8
614,10
615,14
616,9
617,24
618,14
619,9
620,22
621,8
622,5
623,12
624,23
625,15
626,15
627,3
628,20
629,15
630,13
631,10
632,17
633,13
634,21
635,17
636,16
637,4
638,14
639,22
640,18
641,2
642,8
643,25
644,17
645,1
646,2
647,12
648,8
649,7
650,15
651,22
652,4
653,3
654,18
655,4
656,16
657,6
658,20
659,25
660,1
661,10
662,23
663,13
664,2
665,19
666,12
667,17
668,3
669,18
670,3
671,6
672,10
673,7
674,13
675,19
676,21
677,23
678,8
679,2
680,14
681,23
682,23
683,8
684,25
685,4
686,15
687,18
688,5
689,24
690,9
691,13
692,25
693,8
694,15
695,11
696,12
697,15
698,22
699,11
700,19
701,22
702,21
703,12
704,3
705,23
706,4
707,2
708,5
709,5
710,20
711,1
712,8
713,20
714,20
715,18
716,16
717,11
718,11
719,10
720,11
721,16
722,5
723,7
724,15
725,14
726,14
727,19
728,11
729,23
730,15
731,17
732,9
733,18
734,8
735,21
736,10
737,16
738,11
739,20
740,22
741,5
742,23
743,14
744,22
745,25
746,6
747,7
748,3
749,20
750,12
751,23
752,22
753,22
754,10
755,10
756,7
757,23
758,4
759,14
760,12
761,5
762,5
763,18
764,17
765,13
766,15
767,12
768,8
769,20
770,12
771,18
772,13
773,24
774,7
775,17
776,22
777,19
778,10
779,20
780,7
781,13
782,4
783,6
784,24
785,11
786,1
787,14
788,17
789,22
790,14
791,16
792,1
793,1
794,3
795,9
796,6
797,13
798,15
799,22
800,9
801,14
802,17
803,23
804,16
805,20
806,7
807,12
808,25
809,5
810,19
811,16
812,11
813,12
814,8
815,24
816,13
817,23
818,22
819,5
820,6
821,20
822,12
823,22
824,25
825,17
826,14
827,14
828,3
829,24
830,22
831,7
832,4
833,6
834,8
835,23
836,13
837,22
838,10
839,24
840,11
841,21
842,17
843,19
844,8
845,19
846,1
847,21
848,5
849,19
850,23
851,21
852,4
853,1
854,4
855,10
856,21
857,22
858,4
859,13
860,8
861,24
862,14
863,20
864,11
865,22
866,20
867,17
868,17
869,12
870,9
871,13
872,12
873,25
874,16
875,2
876,22
877,10
878,20
879,3
880,14
881,12
882,13
883,22
884,15
885,8
886,9
887,18
888,3
889,25
890,20
891,10
892,8
893,10
894,24
895,19
896,9
897,24
898,23
899,21
900,7
901,11
902,10
903,5
904,11
905,13
906,24
907,20
908,23
909,17
910,5
911,4
912,13
913,23
914,10
915,6
916,20
917,14
918,8
919,6
920,15
921,19
922,12
923,13
924,19
925,13
926,24
927,12
928,3
929,12
930,14
931,12
932,16
933,14
934,24
935,6
936,17
937,12
938,6
939,24
940,23
941,23
942,5
943,18
944,6
945,23
946,8
947,9
948,23
949,14
950,3
951,19
952,25
953,15
954,16
955,13
956,9
957,20
958,19
959,5
960,6
961,15
962,1
963,10
964,22
965,19
966,17
967,7
968,9
969,15
970,13
971,4
972,2
973,19
974,20
975,16
976,9
977,24
978,9
979,25
980,5
981,15
982,21
983,12
984,3
985,14
986,2
987,7
988,3
989,4
990,2
991,10
992,1
993,5
994,9
995,23
996,10
997,14
998,24
999,14
1000,21
1,22
4,10
5,4
6,9
8,9
10,22
11,10
14,8
16,5
19,12
20,2
22,24
23,4
25,13
26,11
28,17
29,1
30,3
31,10
32,6
33,15
34,22
35,23
36,7
37,1
39,24
44,2
45,21
46,15
47,22
48,4
49,8
51,25
54,9
55,20
56,23
57,7
59,18
64,1
66,22
67,8
69,5
71,11
72,12
73,7
76,8
77,17
78,22
81,17
82,4
84,2
86,18
87,17
88,22
89,7
90,20
94,9
96,12
98,25
99,22
100,8
105,12
106,12
107,3
108,15
109,15
111,10
112,10
114,13
115,21
117,20
119,8
121,14
123,9
124,17
126,3
127,9
129,6
130,3
133,2
134,21
135,23
137,1
140,22
142,11
143,15
146,19
147,8
148,7
149,18
151,9
152,2
153,9
154,8
155,24
158,3
159,25
160,2
161,9
162,23
165,11
167,18
170,14
171,24
172,23
173,9
175,12
179,23
180,5
182,21
183,13
185,17
186,21
188,11
189,17
193,6
194,15
195,21
196,25
198,7
199,10
200,18
202,2
204,7
206,11
207,4
208,22
210,9
212,13
214,12
215,11
216,9
217,16
218,15
219,17
222,5
223,7
226,3
227,17
228,25
229,22
230,4
231,7
235,7
236,13
238,8
240,16
241,16
244,12
245,24
248,10
250,25
251,5
253,7
254,23
255,15
256,22
257,12
259,6
260,6
261,10
265,24
268,24
269,1
270,4
272,15
277,1
278,13
279,6
280,23
281,23
282,3
283,5
285,7
286,22
287,25
290,17
291,14
294,7
296,11
299,21
300,19
303,19
307,19
308,24
309,9
312,8
313,8
314,12
315,16
316,23
318,23
320,16
321,11
322,23
323,12
324,7
327,1
328,9
329,25
330,17
332,19
333,10
335,12
336,2
339,12
340,13
341,7
345,22
348,10
349,14
350,13
352,21
353,20
354,19
357,1
359,15
360,10
361,18
363,15
364,12
365,4
366,4
369,21
370,21
371,21
372,8
373,13
374,25
376,24
378,1
379,17
380,2
382,6
383,13
384,22
386,25
387,3
388,19
390,20
392,9
393,18
395,15
397,15
398,10
399,6
400,14
402,6
406,10
407,21
410,20
411,16
413,5
415,22
417,22
418,22
419,20
420,5
421,25
422,6
424,6
425,23
429,20
431,1
432,2
433,6
436,20
440,1
441,2
442,21
447,11
448,18
450,21
451,2
455,20
457,20
458,22
460,25
461,16
466,14
467,14
468,17
469,16
471,25
473,11
476,10
477,9
479,4
482,24
487,12
488,10
489,18
490,7
491,5
492,2
494,2
498,13
500,16
501,15
503,7
504,21
505,23
506,5
507,19
510,17
511,25
512,17
514,2
515,25
518,7
519,19
520,12
524,3
526,20
527,15
528,10
529,11
534,10
535,2
536,9
537,24
538,11
539,25
542,13
543,15
544,7
547,14
550,16
554,15
555,14
560,21
562,7
563,10
564,7
566,23
567,12
569,11
570,18
571,23
573,11
574,18
575,4
577,23
579,24
580,6
581,15
583,25
584,20
585,5
587,10
588,8
591,23
592,17
593,19
594,1
597,21
602,23
603,23
604,20
605,17
607,4
609,12
610,9
611,1
614,7
615,7
618,12
619,17
621,22
622,17
623,15
624,20
627,20
629,25
633,3
634,4
635,12
636,14
638,20
639,20
640,10
642,21
643,22
645,16
646,15
647,10
648,7
649,14
650,11
651,2
652,25
653,13
654,18
655,6
656,9
659,5
661,7
664,20
666,15
667,3
672,17
674,1
675,18
676,19
677,10
680,14
683,5
684,11
685,17
693,9
694,12
695,3
697,17
698,11
700,10
701,19
702,5
703,12
704,25
707,21
708,17
709,22
710,9
711,8
712,24
714,15
715,17
717,3
719,17
721,23
722,24
723,12
724,4
727,12
729,24
731,21
732,8
733,4
734,3
735,14
737,23
739,12
740,13
742,22
744,17
748,17
749,20
750,12
752,18
754,7
755,19
757,19
765,2
766,20
767,25
774,5
778,22
780,3
781,23
783,19
784,4
786,11
787,2
789,6
792,18
793,19
794,25
795,2
796,10
803,5
805,12
806,5
808,24
809,5
812,21
813,24
815,25
816,16
817,16
818,10
820,3
821,21
823,3
827,7
831,7
833,14
835,19
836,10
837,17
838,2
839,1
841,24
842,9
845,22
847,12
848,19
849,19
852,24
854,12
855,11
856,5
858,11
860,10
861,25
863,22
865,13
866,4
867,20
869,7
870,14
871,14
872,16
874,20
875,4
877,1
878,9
879,4
881,1
882,1
883,12
884,15
886,23
887,20
888,10
890,5
891,13
892,17
894,4
897,2
899,18
900,21
901,25
902,15
903,13
904,7
908,1
909,16
910,13
911,9
912,21
913,10
914,15
915,12
916,1
917,25
918,13
919,25
920,10
921,9
923,23
925,2
927,3
928,7
929,10
931,5
933,18
934,21
936,18
938,22
940,11
941,13
944,19
945,24
946,5
947,1
948,8
949,5
950,20
952,17
953,22
955,5
957,5
959,18
961,14
966,11
967,4
968,8
969,19
971,21
972,16
974,23
975,14
976,21
977,24
978,4
979,18
980,25
981,22
982,13
983,23
984,16
985,14
986,7
988,6
991,4
994,18
996,21
997,4
999,17
1000,23
